Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.38099670410156,40.390375462792754,39.67774003409455,39.888719181265685,102223600
2018-01-03,40.373958587646484,40.91781205077507,40.31066807189711,40.44428495987144,118071600
2018-01-04,40.56149673461914,40.66464160959015,40.33879952381251,40.44663020077451,89738400
2018-01-05,41.02330780029297,41.110041649304335,40.56619165733656,40.65761488592784,94640000
2018-01-08,40.870933532714844,41.166300036515835,40.77247445449957,40.870933532714844,82271200
2018-01-09,40.86624526977539,41.037370056869754,40.6505803215452,40.91781771141178,86336000
2018-01-10,40.85686492919922,40.8592114072408,40.55446614853844,40.59197402772143,95839600
2018-01-11,41.08893966674805,41.138169203807585,40.90375033141539,40.92719007248573,74670800
2018-01-12,41.513240814208984,41.57653491672932,41.175677036698445,41.29991876356713,101672400
2018-01-16,41.30226135253906,42.05240102251029,41.290539693628176,41.703115617875326,118263600
2018-01-17,41.98442459106445,42.01958599375267,41.03971675139146,41.29288600464342,137547200
2018-01-18,42.02191925048828,42.21883379119358,41.785157513847274,42.04770546552424,124773600
2018-01-19,41.83439636230469,42.09694437246694,41.588255814303395,41.86955776475558,129700400
2018-01-22,41.49214172363281,41.67498816371669,41.39837560249429,41.56246810296082,108434400
2018-01-23,41.501522064208984,42.06412959182509,41.4499531950358,41.56247326977955,130756400
2018-01-24,40.8404655456543,41.56247626646925,40.601357239753824,41.550754604787556,204420400
2018-01-25,40.111419677734375,41.011587430178274,39.97545628122743,40.90844253786619,166116000
2018-01-26,40.20518112182617,40.32004766158672,39.865274458673376,40.32004766158672,156572000
2018-01-29,39.37299346923828,39.888714248072546,39.16436082601655,39.888714248072546,202561600
2018-01-30,39.14091873168945,39.23468484824336,38.60878689902846,38.803354988978484,184192800
2018-01-31,39.24875259399414,39.48551795947616,39.030744745683194,39.11747858938346,129915600
2018-02-01,39.33079147338867,39.52770243443502,39.09168326243381,39.187795842330544,188923200
2018-02-02,37.62421798706055,39.10105716549346,37.5304518963763,38.91352140717788,346375200
2018-02-05,36.6842041015625,38.416559117245136,36.56933758682586,37.29603739272768,290954000
2018-02-06,38.217315673828125,38.37906529853758,36.10051314382347,36.29508127376754,272975200
2018-02-07,37.39918518066406,38.30404216762096,37.28901160186484,38.23137288977657,206434400
2018-02-08,36.37008285522461,37.74143454751271,36.34195373807335,37.57499559148965,217562000
2018-02-09,36.81494903564453,37.163302504135125,35.36268790898126,36.970297163097975,282690400
2018-02-12,38.29780578613281,38.57554611224318,37.07385489575755,37.3068770612048,243278000
2018-02-13,38.68146896362305,38.77797343170304,38.048310583021724,38.11892369604445,130196800
2018-02-14,39.39464569091797,39.43465894197301,38.33781603447305,38.37547324094573,162579600
2018-02-15,40.71746063232422,40.740995941616454,39.77831451733618,39.96425890433248,204588800
2018-02-16,40.585636138916016,41.148184819588714,40.430291649379164,40.56916178630451,160704400
2018-02-20,40.44914245605469,41.016392737003905,40.347929470399094,40.49621667638001,135722000
2018-02-21,40.265541076660156,40.983430849870615,40.25141558148277,40.67979914689796,149886400
2018-02-22,40.60211944580078,40.943411905444705,40.41617508774313,40.437357940269045,123967600
2018-02-23,41.30824279785156,41.34354755166451,40.84690699601769,40.87750684367652,135249600
2018-02-26,42.125003814697266,42.22386074238521,41.475371036376885,41.5083233456062,152648800
2018-02-27,41.98848342895508,42.4804155826652,41.93434826539465,42.155601009770486,155712400
2018-02-28,41.92493438720703,42.51337105260813,41.90846002817264,42.19326136296864,151128400
2018-03-01,41.1905632019043,42.31565372661089,40.63978739020082,42.023787871542986,195208000
2018-03-02,41.47536849975586,41.49655135620795,40.590357520525785,40.672740084326755,153816000
2018-03-05,41.61894226074219,41.83548648134679,41.077579913464824,41.23998897680121,113605600
2018-03-06,41.583641052246094,41.95553344872215,41.4565403152002,41.875506925710575,95154000
2018-03-07,41.19762420654297,41.390633141156364,41.01874076764662,41.17644135026552,126814000
2018-03-08,41.647186279296875,41.68955198741114,41.20703688451729,41.30353775017703,95096400
2018-03-09,42.36272048950195,42.36742898724045,41.75310112326421,41.88726637232557,128740800
2018-03-12,42.772274017333984,42.9299745735784,42.416859652502374,42.43568646057892,128828400
2018-03-13,42.36037826538086,43.191250536054305,42.188555767514984,42.97705873137369,126774000
2018-03-14,42.0002555847168,42.489835316423324,41.8519683972268,42.442761101968,117473600
2018-03-15,42.04967498779297,42.42392336815364,41.91316086691825,42.01437023093428,90975200
2018-03-16,41.901397705078125,42.16030767446724,41.80724568677387,42.049681297667405,157618800
2018-03-19,41.26117706298828,41.77193962497624,40.875162778781466,41.73663486391824,133787200
2018-03-20,41.24705123901367,41.61423508525341,41.17643813207561,41.24705123901367,78597600
2018-03-21,40.31261444091797,41.21174367230431,40.31025839600515,41.199974222335854,148219600
2018-03-22,39.74300765991211,40.644489331080045,39.684164002489396,40.01368704744385,165963200
2018-03-23,38.822689056396484,39.994853617877645,38.822689056396484,39.63473074903987,164115200
2018-03-26,40.66566467285156,40.74333871042312,39.17574324277357,39.55940493369435,150164800
2018-03-27,39.62296676635742,41.22586751967293,39.288735202377374,40.87986650516944,163690400
2018-03-28,39.1851692199707,40.0183974601968,38.8815375134174,39.36640869913229,166674000
2018-03-29,39.491153717041016,40.425591251933724,39.28402290078317,39.4982146683651,153594000
2018-04-02,39.23223876953125,39.76418769347283,38.71206288607714,39.222825365285466,150347200
2018-04-03,39.634735107421875,39.719470120673925,38.808571421863356,39.45820412910777,121112000
2018-04-04,40.392642974853516,40.486791396247085,38.782681264911915,38.80857261952495,138422000
2018-04-05,40.67273712158203,41.009321121354404,40.50326709924583,40.62095441522754,107732800
2018-04-06,39.632381439208984,40.597415269493986,39.59001213811566,40.24200087033369,140021200
2018-04-09,40.02545928955078,40.74099663345534,39.978385078634915,39.98544603069569,116070800
2018-04-10,40.77866744995117,40.95519847787303,40.37382267192772,40.71982377397721,113634400
2018-04-11,40.58799362182617,40.93634699864833,40.413815137649536,40.5385633791777,89726400
2018-04-12,40.98814392089844,41.19056627597308,40.72923035340795,40.81632142149058,91557200
2018-04-13,41.12701416015625,41.38828018165204,40.919886897448386,41.13878361169851,100497200
2018-04-16,41.38356018066406,41.47064762555562,41.15053805463268,41.19761225210025,86313600
2018-04-17,41.95317077636719,42.117932281121895,41.52243481938111,41.54126521871471,106421600
2018-04-18,41.85901641845703,42.08968610363311,41.63305882226284,41.85195546804667,83018000
2018-04-19,40.67273712158203,41.28235655639959,40.639784816768426,40.89869475700905,139235200
2018-04-20,39.00628662109375,40.30084717404898,38.938025962498145,40.15491604282429,261964400
2018-04-23,38.893306732177734,39.28873440268623,38.62262374177616,39.26755154709441,146062000
2018-04-24,38.35194778442383,39.14986774043818,37.947103080746636,38.99451960242738,134768000
2018-04-25,38.51905822753906,38.93567234410934,38.227195973821644,38.27662263674322,113528400
2018-04-26,38.6532096862793,39.00862397116545,38.453139878036815,38.629670794181116,111852000
2018-04-27,38.206016540527344,38.67911831424249,37.80823279042604,38.60144424544765,142623200
2018-04-30,38.89801025390625,39.36875951624266,38.09302944629481,38.16129010059142,169709600
2018-05-01,39.80185317993164,39.82538848908301,38.90036787504531,39.16869482178843,214277600
2018-05-02,41.56010437011719,41.837844737830906,40.90811557307444,41.24469960427315,266157600
2018-05-03,41.63542556762695,41.77900426114345,41.05875833979372,41.397698441965936,136272800
2018-05-04,43.268924713134766,43.36778164057173,41.93670325911471,41.95553366313113,224805200
2018-05-07,43.581974029541016,44.17276314839865,43.48546955448886,43.58667893695889,169805600
2018-05-08,43.79145812988281,43.83147139285199,43.231265265249505,43.54196155399712,113611200
2018-05-09,44.09979248046875,44.109205885749084,43.59609089696965,43.90913959763727,92844800
2018-05-10,44.73059844970703,44.80827251787199,44.168053160450754,44.18923960924648,111957200
2018-05-11,44.560462951660156,44.90779810307866,44.29110136539484,44.77311911263628,104848800
2018-05-14,44.45650100708008,44.78257164461772,44.387980745399375,44.659703873093555,83115200
2018-05-15,44.0524787902832,44.20133781396078,43.73586132900348,44.132813918300634,94780800
2018-05-16,44.46359634399414,44.52975869729785,43.94850272011563,43.96504420978689,76732400
2018-05-17,44.18241500854492,44.63607645260049,44.03355605153051,44.421058760330936,69176000
2018-05-18,44.021751403808594,44.37617482697968,43.97922232361118,44.22968096579104,73190800
2018-05-21,44.33363342285156,44.72113611358477,44.16350993859011,44.42105668920963,73603200
2018-05-22,44.22257995605469,44.62898565181635,44.132791561178365,44.51084454503402,60962800
2018-05-23,44.506126403808594,44.53920577581942,43.891791088886215,44.0312003616429,80233600
2018-05-24,44.45650100708008,44.6195363258489,43.99811650038063,44.60299844422146,92936000
2018-05-25,44.55809783935547,44.81091791929938,44.33835351791313,44.47539762696077,69844000
2018-05-29,44.397430419921875,44.59827176139703,44.15406000681995,44.32654863387725,90056400
2018-05-30,44.30292510986328,44.421066243489584,44.1328015890109,44.35490749708936,74762000
2018-05-31,44.15406036376953,44.47540434949912,43.9815753406986,44.23676058866452,109931200
2018-06-01,44.95033264160156,44.955055690317835,44.36198859216259,44.418697625184166,93770000
2018-06-04,45.326026916503906,45.701714849155046,45.21261243983928,45.28113270970008,105064800
2018-06-05,45.67572021484375,45.8245791829507,45.451252803117086,45.6190147834742,86264000
2018-06-06,45.83403396606445,45.85766363534121,45.347293064166436,45.75133733435847,83734400
2018-06-07,45.71116256713867,45.88600911282106,45.446524013451096,45.87183275564473,85388800
2018-06-08,45.295310974121094,45.36619637703649,44.83928791820581,45.17008165796916,106627200
2018-06-11,45.184261322021484,45.359111514616245,44.943255982017156,45.212617648490294,73234000
